User_Query,Expected_URL,Expected_Ans,Expected_Title
What is 'Pay Abroad' Facility?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,"Pay Abroad' is a facility to transfer money by a resident in India or an NRI to a beneficiary outside India (except Nepal and Bhutan) for a purpose as approved under FEMA (Foreign Exchange Management Act). 

The various purposes include family maintenance, education, gifts, medical treatment, foreign travel, employment abroad, repatriation of funds, etc.",What is 'Pay Abroad' Facility?
What all currencies can be sent abroad through IDFC FIRST Bank?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,"You can send money in 13 currencies - USD, EUR, GBP, CAD, AUD, CHF, AED, SGD, HKD, NZD, JPY, ZAR and NOK.",What all currencies can be sent abroad through IDFC FIRST Bank?
What is the process of using 'Pay Abroad' at branches?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,You can do an outward remittance by visiting any of the IDFC FIRST Bank branches after submitting necessary forms/documents. Click here to download Form A2 with required beneficiary and transaction details.,What is the process of using 'Pay Abroad' at branches?
Where do I view the exchange rates?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,"For details on the Exchange Rates, please Click Here.",Where do I view the exchange rates?
What are the charges for transferring funds abroad?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,There are 0 charges for transferring funds abroad from IDFC FIRST Bank.,What are the charges for transferring funds abroad?
Are there any additional charges by Correspondent Banks?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,"After you initiate the International bank transfer process by submitting the payment request, IDFC FIRST Bank routes the payment through its correspondent/ Partner Banks. These correspondent banks may levy charges at their discretion for rendering the services, which are neither in control or responsibility of IDFC FIRST Bank.",Are there any additional charges by Correspondent Banks?
What is the limit for making Fund Transfer abroad from NRE Account?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What is the limit for making Fund Transfer abroad from NRE Account?
What is the limit for making Fund Transfer abroad from NRO Account?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,"When the source of funds is Current Income (e.g Rent, Dividend, Interest, etc.), then there is No Limit When the source of funds is Capital Income (e.g Sale of Property) , then it is USD 1 million in a financial year (Apr-Mar)Show Less
Outward Remittance - Remit Money Abroad | IDFC FIRST Bank
https://www.idfcfirstbank.com/personal-banking/forex/outward-remittance#faqs""
",What is the limit for making Fund Transfer abroad from NRO Account?
What is the process of making Fund Transfer abroad from my NRO account from IDFC FIRST Bank branch?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,"For transferring funds abroad from your NRO account, please walk in to any IDFC FIRST Bank branch, and initiate the fund transfer by filling up the Retail Outward remittance application from (Form A2 link Click Here) and application for repatriation of funds from NRO account (Link Click Here), specifying the necessary details. In addition to this you have to provide documentary proof of the source of funds sought to be transferred and C.A certificates in form 15 CA & 15CB. You may email nriservices@idfcfirstbank.com for any further assistance.Show Less
Outward Remittance - Remit Money Abroad | IDFC FIRST Bank
https://www.idfcfirstbank.com/personal-banking/forex/outward-remittance#faqs""

Show more results
Connect with Banker",What is the process of making Fund Transfer abroad from my NRO account from IDFC FIRST Bank branch?
What is the process of making Fund Transfer abroad from my NRE/FCNR Account?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,"From your NRE or FCNR account, you can transfer funds to any account overseas easily. Complete Outward Remittance Form (Form A2 Link Click Here), scan and email to nriservices@idfcfirstbank.com, from your registered email id. We will call you on your registered phone number to verify the transaction. Once this is done, transaction will be executed basis your instructions. If you are in India and visiting branch of IDFC FIRST Bank, you could also hand over the request in person.Show Less
Outward Remittance - Remit Money Abroad | IDFC FIRST Bank
https://www.idfcfirstbank.com/personal-banking/forex/outward-remittance#faqs""

Show more results
Connect with Banker
 
What else can I do for you?",What is the process of making Fund Transfer abroad from my NRE/FCNR Account?
What are the advantages of 'Pay Abroad' facility through IDFC FIRST Bank's Net Banking?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,"1. Send money overseas from anywhere 2. Make payment request anytime (24X7) 3. Guaranted exchange rate for 72 hours 4. Track your transfer request online.Show Less
Transfers out of India | IDFC FIRST Bank
https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs""

Show more results
Connect with Banker
 
What else can I do for you?",What are the advantages of 'Pay Abroad' facility through IDFC FIRST Bank's Net Banking?
I don't hold a Savings Account with IDFC FIRST Bank. Can I avail 'Pay Abroad' service?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,I don't hold a Savings Account with IDFC FIRST Bank. Can I avail 'Pay Abroad' service?
What type of individual customers can send money overseas through online 'Pay Abroad' service?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What type of individual customers can send money overseas through online 'Pay Abroad' service?
What are the steps for ‘Pay Abroad' facility through Net Banking?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What are the steps for ‘Pay Abroad' facility through Net Banking?
What are the timing for 'Pay Abroad' facility on Internet Banking?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What are the timing for 'Pay Abroad' facility on Internet Banking?
When does a payment get processed?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,When does a payment get processed?
When will my IDFC FIRST Bank account be debited?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,When will my IDFC FIRST Bank account be debited?
When will my payment reach the beneficiary?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,When will my payment reach the beneficiary?
Are there any transactional limits in Online transfer of funds overseas?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,Are there any transactional limits in Online transfer of funds overseas?
Is it safe to send money online?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,Is it safe to send money online?
How do I know the break-up of charges for online transfer?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,How do I know the break-up of charges for online transfer?
"What is BEN, SHA, OUR Charges?",https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,"What is BEN, SHA, OUR Charges?"
What are the documents required for sending money overseas through Internet Banking?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What are the documents required for sending money overseas through Internet Banking?
"I am an NRI but don’t have a PAN, Can I transfer funds abroad?",https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,"I am an NRI but don’t have a PAN, Can I transfer funds abroad?"
What is the regulatory compliance requirement for the applicant?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What is the regulatory compliance requirement for the applicant?
When is the C.A. Certificate required for initiating outward remittance?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,When is the C.A. Certificate required for initiating outward remittance?
What is the process for obtaining C.A. Certificate?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What is the process for obtaining C.A. Certificate?
What should I do if payment has not been credited to my beneficiary?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What should I do if payment has not been credited to my beneficiary?
Can I cancel my online fund transfer request?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,Can I cancel my online fund transfer request?
What is Transfer Funds to India Facility?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What is Transfer Funds to India Facility?
How do I send money to an IDFC FIRST Bank account in India?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,How do I send money to an IDFC FIRST Bank account in India?
Do I need to be an IDFC FIRST Bank Account holder to receive Fund Transfer from abroad?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,Do I need to be an IDFC FIRST Bank Account holder to receive Fund Transfer from abroad?
"In which currencies, can a Fund Transfer from abroad be made to IDFC FIRST Bank?",https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,"In which currencies, can a Fund Transfer from abroad be made to IDFC FIRST Bank?"
What are the charges levied by IDFC FIRST bank for receiving a Fund Transfer from abroad?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What are the charges levied by IDFC FIRST bank for receiving a Fund Transfer from abroad?
Where do I view the Exchange Rates?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,Where do I view the Exchange Rates?
Where do I view correspondent Bank details?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,Where do I view correspondent Bank details?
Is there any limit for receiving funds from abroad?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,Is there any limit for receiving funds from abroad?
Is it mandatory to mention the purpose of payment while Initiating Fund Transfer from abroad?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,Is it mandatory to mention the purpose of payment while Initiating Fund Transfer from abroad?
How much time will it take to get funds credited to my IDFC FIRST Bank account once transaction is successful from overseas bank.,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,How much time will it take to get funds credited to my IDFC FIRST Bank account once transaction is successful from overseas bank.
What are correspondent bank Charges?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,What are correspondent bank Charges?
"What all information is mandatory for me to provide while initiating Funds Transfer from abroad, to beneficiary account with IDFC FIRST Bank?",https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,"What all information is mandatory for me to provide while initiating Funds Transfer from abroad, to beneficiary account with IDFC FIRST Bank?"
Will IDFC FIRST Bank swift code change as per the location of my account?,https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india#faqs,,Will IDFC FIRST Bank swift code change as per the location of my account?
How do I get started with IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,How do I get started with IDFC FIRST Mobile Banking App?
Where can I download the IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Where can I download the IDFC FIRST Mobile Banking App?
What device do I need to be able to use the IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,What device do I need to be able to use the IDFC FIRST Mobile Banking App?
Is the IDFC FIRST Mobile Banking App Secure?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Is the IDFC FIRST Mobile Banking App Secure?
Do I need a SIM card on my phone to use the IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Do I need a SIM card on my phone to use the IDFC FIRST Mobile Banking App?
Are there any charges for using the IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Are there any charges for using the IDFC FIRST Mobile Banking App?
I took a loan/credit card from IDFC FIRST Bank but do not have a savings account. Will I be able to use the IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,I took a loan/credit card from IDFC FIRST Bank but do not have a savings account. Will I be able to use the IDFC FIRST Mobile Banking App?
"I have certain specific queries about how to use my IDFC FIRST Mobile Banking App, that are not listed here. Who should I reach out to?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,"I have certain specific queries about how to use my IDFC FIRST Mobile Banking App, that are not listed here. Who should I reach out to?"
Will my app work on Bank holidays?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Will my app work on Bank holidays?
"I am using a dual SIM phone, do I need to follow any different procedure to login to my IDFC FIRST Mobile Banking App?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,"I am using a dual SIM phone, do I need to follow any different procedure to login to my IDFC FIRST Mobile Banking App?"
What do I need to do if I am changing my mobile phone?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,What do I need to do if I am changing my mobile phone?
What all features & services can I access on my IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,What all features & services can I access on my IDFC FIRST Mobile Banking App?
What payments modes does my IDFC FIRST Mobile Banking App provide?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,What payments modes does my IDFC FIRST Mobile Banking App provide?
Are there any timings for when I can send money from my account using the IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Are there any timings for when I can send money from my account using the IDFC FIRST Mobile Banking App?
Can I change the PIN of my IDFC FIRST Bank Debit/Credit card?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Can I change the PIN of my IDFC FIRST Bank Debit/Credit card?
Can I permanently block my IDFC FIRST Bank Debit/Credit card?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Can I permanently block my IDFC FIRST Bank Debit/Credit card?
Can I temporarily block my IDFC FIRST Bank Debit/Credit card?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Can I temporarily block my IDFC FIRST Bank Debit/Credit card?
Can I manage my transaction & withdrawal limits on my IDFC FIRST Bank Debit/Credit card?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Can I manage my transaction & withdrawal limits on my IDFC FIRST Bank Debit/Credit card?
Can I track my transactions on the IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,,Can I track my transactions on the IDFC FIRST Mobile Banking App?
Can I do UPI transactions using the app?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"Yes, you can easily transact & transfer money using the IDFC FIRST Mobile Banking App.

1. Select ""Pay"" from the bottom navigation on your App screen

2. Under send money select ""Pay to UPI""

3. Enter the UPI ID and make the payment",Can I do UPI transactions using the app?
Do I need to set up a MPIN to use the app?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"The MPIN is a 4 digit security code that will be prompted for when you use the App and when you transact on the App.

The MPIN is required for both using your IDFC FIRST Mobile Banking App as well as keeping your app safe. 

It will help you control access to your Mobile Banking App.",Do I need to set up a MPIN to use the app?
How do I set up MPIN?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,The MPIN is a 4 digit security code that will be prompted for when you use the App and when you transact on the App. You will be prompted to set up your 4 digit MPIN when you log in to your IDFC FIRST Mobile Banking App for the first time.,How do I set up MPIN?
Can I change my MPIN?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"Yes, you can change the MPIN by following simple steps as listed below:

1. Login to your IDFC FIRST Mobile Banking App. 

2. Select the Menu at the top left of your screen. 

3. Select ""Settings and Limits"". 

4. Select ""Change MPIN"". 

5. Enter your old and new MPIN. 

6. Click on ""Proceed"" and your new MPIN is set up.",Can I change my MPIN?
"I forgot my MPIN, what should I do?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"Don't worry. in case you have forgotten your MPIN, you can reset it by using the following simple steps:

1. Open your IDFC FIRST Mobile Banking App and click on ""Forgot MPIN""

2. Enter your registered mobile numb.er

3. Verify your SIM card

4. Enter your Customer ID or select fetch my Customer ID which will give you your Customer ID details. 

5. Create your new MPIN","I forgot my MPIN, what should I do?"
Do I need my MPIN for financial transactions?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"Yes, to secure the process you will be prompted for the MPIN whenever you make a payment/transaction on your IDFC FIRST Mobile Banking App. 

Please do keep your MPIN handy / remember your MPIN at all times when using your App. ",Do I need my MPIN for financial transactions?
"Apart from MPIN, how can I login to my IDFC FIRST Mobile Banking App?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,You can log into your IDFC FIRST Mobile Banking App using biometeric login i.e fingerprint or face ID.,"Apart from MPIN, how can I login to my IDFC FIRST Mobile Banking App?"
Which biometric credentials can I use to access my IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,The fingerprint unlock or the face ID you have set up to unlock your phone can also be used to unlock your IDFC FIRST Mobile Banking App.,Which biometric credentials can I use to access my IDFC FIRST Mobile Banking App?
How do I set up fingerprint unlock for my IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"You will be prompted to set up your finger print unlock when setting up your MPIN when logging into the IDFC FIRST Mobile Banking App for 1st time. 

OR

You can enable your finger print when using the App, if you haven't set up your finger print earlier. 

You can enable / disable finger print unlock at your convenience, using the following simple steps.  

1. Once you login, click on ‘Menu’ on top left corner 

2. Click on 'Settings & Limits' 

3. Enable / Disable fingerprint by clicking on the 'Touch ID' toggle. ",How do I set up fingerprint unlock for my IDFC FIRST Mobile Banking App?
Can I disable finger print and/or face ID for log in to my IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"You can disable finger print and/or face ID unlock at your convenience, using the following simple steps:

1. Login to your IDFC FIRST Mobile Banking App. 

2. Click on ‘Menu’ on top left corner. 

3. Click on 'Settings & Limits'. 

4. Enable / Disable fingerprint and/or face ID by clicking on the 'Touch ID' toggle. ",Can I disable finger print and/or face ID for log in to my IDFC FIRST Mobile Banking App?
Can I enable the touch and/or face ID?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"Yes, you can enable finger print and/or face ID unlock at your convenience, using the following simple steps:

1. Login to your IDFC FIRST Mobile Banking App. 

2. Click on ‘Menu’ on top left corner. 

3. Click on 'Settings & Limits'. 

4. Select enable fingerprint

5. Verify your fingerprint/face ID

6. Enter your MPIN and it will be enabled again",Can I enable the touch and/or face ID?
What if I have multiple fingerprints registered on my device? How will I be able to acces my IDFC FIRST Mobile Banking App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"Fingerprint access to your IDFC FIRST Mobile Banking App will be given through whichever set of fingerprints you have set in your device. 

 

For caution, please keep a check on the fingerprints you have set for access in your device. You can check this in your phone's biometrics settings. 

 

For checking/updating your fingerprints, please follow the steps below:

1. Go to your phone Settings. 

2. Go to Security and Privacy (it also be called Password and Security). 

3. Select Fingerprints/Biometrics. 

4. Here you can check the number of fingerprints that are currently being recognized by your phone. You can add/remove/update the fingerprints here. 

5. You can also access this if you search for “Fingerprints” in your phone's Settings and update the same there accordingly. 

6. Please note this is only applicable for Android users. ",What if I have multiple fingerprints registered on my device? How will I be able to acces my IDFC FIRST Mobile Banking App?
Do I need to update my app to use it?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"Yes. Please keep your IDFC FIRST Mobile Banking App updated at all times. 

You can update it when you receive a notification from the Play Store or App Store. You can also enable auto-update on your andorid/iOS phone under Play Store/App Store settings. Timely updating the App gives you access to the latest features of the App. ",Do I need to update my app to use it?
My app is updating to 99% on my android phone and getting stuck. What should I do?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/mobile-banking-app#faqs,"1. Navigate to your Google Play Store app icon. 

2. Long-press on the same and select ""App Info"" via the ""i"" icon. 

3. Select storage. 

4. Select ""Clear Data”/""Clear Storage"" and then “Clear Cache” (it may be at the bottom of your screen). 

5. Go back to Play Store and update your App again.

6. If the issue persists, please delete and re-install the app again, it should fix the issue.

If it does not work then reach out to us at 1800 10 888 or email us at customer.service@idfcfirstbank.com for us to assist you better",My app is updating to 99% on my android phone and getting stuck. What should I do?
"
I gave a missed call on 9555555555, but I have not received any response from the bank.
",https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/whatsapp-service#faqs,"You can instantly start using IDFC FIRST WhatsApp service just by sending 'Hi' on 9555555555 from your Registered Mobile Number. In case, you give a missed call on this number, we will register your number for Promotional offers, as deemed relevant.","
I gave a missed call on 9555555555, but I have not received any response from the bank.
"
When is my next EMI due? How do I view its status?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/whatsapp-service#faqs,Send Hi on WhatsApp Number from your Registered Mobile Number and choose 'Loan and EMI details' from the listed menu which will display the required Loan details.,When is my next EMI due? How do I view its status?
"I have fully paid my loan. Then, why does my ‘Loan Status’ show as ‘Active’ on WhatsApp?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/whatsapp-service#faqs,"We recommend you to please check the 'Statement of Account' and in case any charges are pending, please click on 'Loan Related Services' and make the payment using 'Payment Options'","I have fully paid my loan. Then, why does my ‘Loan Status’ show as ‘Active’ on WhatsApp?"
How do I check my Easy Buy Card’s status? How do I view its limit?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/whatsapp-service#faqs,Send Hi on 9555555555 from your Registered Mobile Number and choose EBC Card Details from the listed Menu. Here you will find its unutilized limit amount and updated status of the card,How do I check my Easy Buy Card’s status? How do I view its limit?
How do I stop WhatsApp Service?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/whatsapp-service#faqs,"You can anytime stop using the WhatsApp service, as per your convenience. If you want to avail the service again, you can send 'Hi' from your Registered Mobile Number and start enjoying our WhatsApp Service.",How do I stop WhatsApp Service?
"As a minor’s guardian, will I be able to check the account details of a minor account?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/whatsapp-service#faqs,"Yes, you can anytime check the minor’s bank account details, if your Registered Phone Number is mapped to the Minor's Account.","As a minor’s guardian, will I be able to check the account details of a minor account?"
"How do I know if a ‘Stop Cheque’, ‘Cheque Book’ or ‘Block Card’ request raised by me on WhatsApp is processed?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/whatsapp-service#faqs,"As a confirmation, you will receive an SMS on your Registered Mobile Number once the request is processed or you may visit our Mobile App/Website to view the cheque status.","How do I know if a ‘Stop Cheque’, ‘Cheque Book’ or ‘Block Card’ request raised by me on WhatsApp is processed?"
Are WhatsApp services chargeable?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/whatsapp-service#faqs,"No, IDFC FIRST Bank does not levy any additional charges for using WhatsApp service. You may refer to schedule of charges on the website.",Are WhatsApp services chargeable?
Is WhatsApp service safe?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank/mobile-banking-services/whatsapp-service#faqs,"WhatsApp services are end to end encrypted and secure. However, please refrain from sharing any confidential information on WhatsApp.",Is WhatsApp service safe?
What is a Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"A Personal Loan is a loan that helps you borrow money for any planned or unplanned, small or big expenses in your life, without any collateral or co signee. ",What is a Personal Loan?
What can a Personal Loan be used for?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"You can avail a Personal Loan for that dream beach holiday or that perfect destination wedding or for the kitchen remodeling you have been postponing. Take care of your medical emergencies with our truly paperless Personal Loans. Get a Personal Loan from IDFC FIRST Bank at minimum interest rates for amounts starting from as low as Rs. 20,000 to Rs. 1 Crore. ",What can a Personal Loan be used for?
Do I need to provide any security or collateral to apply for an instant Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"No, Instant Personal Loans are not secured by any collateral or security and are disbursed at the discretion of IDFC FIRST Bank, based on the creditworthiness of the borrower.",Do I need to provide any security or collateral to apply for an instant Personal Loan?
What are the advantages of availing a Personal Loan from IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"IDFC FIRST Bank Personal Loans are offered at competitive interest rates and through a truly paperless and online process. Get funds up to Rs. 1 Crore* for all your needs with a flexible tenure of up to 7 years.
*T&C Apply",What are the advantages of availing a Personal Loan from IDFC FIRST Bank?
Is IDFC FIRST Bank offering lowest Monthly Reducing Rate of Interest on Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"IDFC FIRST Bank offers one of the lowest Monthly Reducing Rate of Interest on Personal Loans in the industry starting from 10.75%*p.a. We operate on the reducing rate principle. As the outstanding principal amount reduces, the interest payable on your loan also reduces.

*T&C Apply",Is IDFC FIRST Bank offering lowest Monthly Reducing Rate of Interest on Personal Loan?
Where can I apply for a Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"You can apply for an IDFC FIRST Bank Personal Loan either online or at our branch.

Our Website: https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/application

Our Branches: https://www.idfcfirstbank.com/support/branches",Where can I apply for a Personal Loan?
Who can apply for IDFC FIRST Bank Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"IDFC FIRST Bank provides an online Personal Loan for self-employed and salaried individuals. IDFC FIRST Bank will base your eligibility on your credit score, income, and your existing liabilities, which will be used to ascertain your credit worthiness.",Who can apply for IDFC FIRST Bank Personal Loan?
How do I check my eligibility for Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,Certain criteria must be completed in order to evaluate your online Personal Loan eligibility. Try our Personal Loan Eligibility Calculator here.,How do I check my eligibility for Personal Loan?
What are the must-knows while applying for your Personal Loan? Is there a checklist to refer before applying for Personal Loans?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"Here is a quick checklist which you can refer to before applying for a  Personal Loan:

· Have a clear goal and a justifiable reason for taking a Personal Loan

· Conduct in-depth research to understand the options available to you

· As the rate of interest is crucial in decision-making, compare the Personal Loan interest rates before taking a call

· It is critical that you fulfill the eligibility criteria for the Personal Loan that you wish to apply for

· Check if your credit score is good enough for your application to be accepted. A credit score of 750 and above has a higher chance of getting the Personal Loan approved.

· If you have a low credit score, your chances to get an online Personal Loan might be difficult. Please keep in mind that while you can consider a lender who is likely to approve your application it might come with higher interest rates.

· If you are applying for an online Personal Loan for the first time, ensure that you do not apply for multiple loans at the same time as it will impact your credit score.",What are the must-knows while applying for your Personal Loan? Is there a checklist to refer before applying for Personal Loans?
What are the Do’s and Don’ts to keep in mind when applying for Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"Ensure that you follow the Do’s and Don’ts before applying for the Personal Loan as mentioned below:

Do's:

· Take a look at your credit reports

· Check eligibility and requisite documentations

· Compare Personal Loan interest rates

· Check for additional charges like application fees, prepayment charges etc.

Don’ts:

· Forget to check your credit score

· Accept the loan without analysing multiple online loan options

· Proceed with the application without calculating your eligibility

· Miss out on comparing the interest rates from different banks",What are the Do’s and Don’ts to keep in mind when applying for Personal Loan?
How much time will it take for credit decisioning on my Personal Loan application?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,We would require a processing period of approximately 1-2 working days from the date of the completed application's online submission. This is subject to the submission of all needed documentation by IDFC FIRST Bank.,How much time will it take for credit decisioning on my Personal Loan application?
