ID,User_Query,Expected_UrL,Expected_Ans,Expected_Title,,,,,,,
12,How long can I take to repay the loan?,https://www.idfcfirstbank.com/personal-banking/loans/consumer-durable-loan#faqs,You can take up to 36 months to repay your Consumer Durable Loan.,How long can I take to repay the loan?,Pass,,,,,,
13,What are the available modes of repayment?,https://www.idfcfirstbank.com/personal-banking/loans/consumer-durable-loan#faqs,"Auto Debit /ECS Facility:
You can repay your loan through ECS or Auto Debit from your bank account. All you have to do is allow us to activate the bank mandate.

Customer service details
Got a question? Call us on 1800 10 888 between 9:30 am to 6.00 pm on all working days except 2nd and 4th Saturday and Bank Holidays.",What are the available modes of repayment?,,,,,,,
1,What is the eligibility? Who can apply for a home loan,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"If you are a salaried or self-employed individual, you can avail our home loans on flexible repayment options. Sole proprietors and partners of a partnership firm can also avail IDFC FIRST Bank home loan. However, you need to fulfill certain [pre-requisites, as mentioned below:

Your minimum age should be 21 years and maximum 70 years at the time of maturity
You should have 3 years of work experience OR be in an active business for at least 3 years
You should have a good credit score and repayment history",What is the eligibility? Who can apply for a home loan,,,,,,,
2,What is the interest rate on Home Loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Employment Type Product Home Loan Rate
Salaried 
Home Loan 8.85% onwards
Home Loan Balance Transfer 8.85% onwards
Home Loan Top Up Top Up at same ROI as BT subject to max capping of 100% of the BT loan amount
Self-Employed 
Home Loan 9.25% onwards
Home Loan Balance Transfer 9.25% onwards
Home Loan Top Up Top Up at same ROI as BT subject to max capping of 100% of the BT loan amount",What is the interest rate on Home Loan?,,,,,,,
3,Can I do a transfer of my existing loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,Sure you can!,Can I do a transfer of my existing loan?,,,,,,,
4,Home loan EMI calculator,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Sure, click here: https://www.idfcfirstbank.com/financial-calculators/home-loan-emi-calculator?icid=webhomepage-homeloan_calculator_page-calculators to check. ",Home loan EMI calculator,,,,,,,
5,How is home loan interest rate calculated?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"For the home loan interest rates, click here: https://www.idfcfirstbank.com/financial-calculators/home-loan-emi-calculator?icid=webhomepage-homeloan_calculator_page-calculators to check. By changing the loan tenure and amount, you can arrive at the EMI amount affordable to you. It also helps you calculate the loan amount and interest separately for the entire loan tenure.",How is home loan interest rate calculated?,,,,,,,
6,How to reduce home loan interest rate?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"There are a few ways you can reduce your home loan interest, and they are:

By transferring your existing loan to another lending bank, which offers a lower interest rate.
Making prepayment of a part of your home loan amount, which will reduce the EMI amount and save money on interest
Increasing the amount of EMI payable, which will in turn reduce the interest.",How to reduce home loan interest rate?,,,,,,,
7,Which rate of interest is considered to be the better option for Home Loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Both the fixed rate and floating rate have their own advantages and disadvantages. However, a floating rate varies depending on the market conditions. If it reduces, the EMIs will be more affordable than before. Home loans offered on a floating interest rate have no charges during the part-prepayment or foreclosure. ",Which rate of interest is considered to be the better option for Home Loan?,,,,,,,
8,What does an EMI mean?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"An EMI or equated monthly installment is a fixed payment you pay to us as a borrower of a home loan at a particular date every month until the end of the term. The EMI amount includes a portion of the principal amount and the interest. Initially, the interest will be a major portion, but as the loan matures, the principal portion will cover the major part of the EMI.",What does an EMI mean?,,,,,,,
9,How do I apply for a Home Loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Getting a home is now easier than ever. With IDFC FIRST Bank home loans, we give you the best interest rates on housing finance and a wide selection of property options, so that you can live your best life. Apply for home loan online with us and avail higher loan eligibility with longest tenure up to 30 years. Please click here-https://www.idfcfirstbank.com/personal-banking/loans/home-loan",How do I apply for a Home Loan?,,,,,,,
10,When does my home loan EMI start?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Once we disburse your home loan, the EMI starts from the subsequent month. However, you will be informed the date.",When does my home loan EMI start?,,,,,,,
11,Can I get 100% home loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"You can avail 90 percent of the cost of your home or property depending on your situation. IDFC FIRST Bank offers you a home loan of 75 to 90 percent of the cost of the property. This applies to home loans for construction, improvement and extension. ",Can I get 100% home loan?,,,,,,,
12,How much is the minimum borrowing under a home loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,The minimum amount you can borrow is 3 lakhs.,How much is the minimum borrowing under a home loan?,,,,,,,
13,Are the applicable interest rates on a balance transfer loan higher than a home loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"No, the interest rates on a home loan balance transfer are the same as a home loan. ",Are the applicable interest rates on a balance transfer loan higher than a home loan?,,,,,,,
14,Do I get tax benefits on a balance transfer loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Section 24b of the Income Tax Act provides tax benefits for house loan transfers, but only if a top-up loan is taken out. A borrower can claim a total interest deduction of ₹30,000 per financial year on the interest owed on the top-up loan.",Do I get tax benefits on a balance transfer loan?,,,,,,,
15,Am I eligible to avail a FASTTRACK Balance transfer?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, if you have served more than 12 months for your existing home loan you may be eligible for FASTTRACK Balance Transfer with IDFC FIRST Bank.",Am I eligible to avail a FASTTRACK Balance transfer?,,,,,,,
16,Can I get Top Up loan at same rate of Balance transfer?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, Top Up at same ROI will be subject to max capping of 100% of the Balance transfer loan amount. However, this is a limited period offer and subject to change.",Can I get Top Up loan at same rate of Balance transfer?,,,,,,,
17,What is a Top-up loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Home loan top-ups are loans given by lenders to individuals having existing home loans. However, certain lenders restrict borrowers from using top-up loans for only certain reasons. They only allow home loan top-ups for home renovation, rebuilding, and similar reasons.",What is a Top-up loan?,,,,,,,
18,Who can avail a Top-up loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,Existing home loan borrowers can apply for home loan top-ups without additional collateral.,Who can avail a Top-up loan?,,,,,,,
19,What is the maximum amount that can be availed as a Top-up loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"The maximum amount of a top-up loan varies depending on the lender and the Loan-to-Value (LTV) ratio. Some lenders have no limit, whereas others impose a limit based on your home loan. Lenders typically limit a borrower's ability to apply for a top-up loan to the loan amount given under the initial loan.",What is the maximum amount that can be availed as a Top-up loan?,,,,,,,
20,What is the maximum term on a Top-up loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"A top-up loan has no set repayment period. It depends on the borrower's background, creditworthiness, and other factors. A top-up loan is frequently approved for a longer term, although it cannot be longer than the initial loan's outstanding term.",What is the maximum term on a Top-up loan?,,,,,,,
21,Does a Top-up loan need collateral?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,A top-up loan does not need any additional security or collateral. It is one of the many benefits of using it to fund your requirements.,Does a Top-up loan need collateral?,,,,,,,
22,Can I avail myself of a Top-up loan along with a balance transfer loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"If you have a home loan with a lender and they do not allow you to take a top-up loan, you can apply with another lender. You can then transfer your home loan with the first lender using the balance transfer facility. Many lenders offer special deals and concessions on top-up loans to entice borrowers for a balance transfer.

",Can I avail myself of a Top-up loan along with a balance transfer loan?,,,,,,,
23,What are the documents required for a Top-up loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"PAN Card

A valid photo identity 

A valid proof of address 

Proof of income - self-attested copies 

• For salaried individuals: Last three months’ salary slip/salary certificate, latest year’s ITR with income computation/Form 16, last six month’s bank statement reflecting salary credits, repayment track/bank statements proof of track with loan sanction letter/amortization schedule.
• For self-employed individuals: Income tax return with income computation, Balance sheets and P&L accounts with schedules, GST return for the number of months not covered in the latest financial year, credit card statement for 6 months, copy of Contract Order and Form 16 A (applicable only if income is from contracts), bank statements for the last 6 months, account of the individual borrower and co-borrowers, and repayment track/bank statements proof of track with loan sanction letter/amortization schedule.",What are the documents required for a Top-up loan?,,,,,,,
24,What is a home loan and what can I do with it?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"A home loan, or a house loan, allows you to purchase the home of your dreams without having to pay for it upfront. Depending on your home loan eligibility, you can secure a loan that is as high as 90% of the value of the property. You can check home loan eligibility in many ways, be it online, through our app or by visiting any of our branches.",What is a home loan and what can I do with it?,,,,,,,
25,How long does it take to get a house loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"IDFC FIRST Bank Home Finance has made it easy for you to apply for home loan online here https://www.idfcfirstbank.com/personal-banking/loans/home-loan/application. Please submit your details online through our website, and we will inform you of your home loan eligibility by calling you. Once our representative collects the documents required for home loan, we will follow a verification procedure to cross-check your details; in which case, our representative may also have a short personal discussion with you. After we successfully verify your details, home loan is sanctioned and the money is transferred or DD is issued in favour of seller/builder/bank or FI in case of BT. You can even avail many tax benefits post- disbursal of your home loan. ",How long does it take to get a house loan?,,,,,,,
26,Will I need to make a down payment on my house loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, you will have to make a down payment. IDFC FIRST Bank finances up to 90% of the cost of your home. This makes purchasing your dream home extremely easy, as you do not need to finance the bulk cost of your future home upfront.",Will I need to make a down payment on my house loan?,,,,,,,
27,Do I need to go to an IDFC FIRST Bank branch to avail this loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"No, there is no need to visit a branch to apply for house loan. We have made the home loan process simple; you can apply for this home loan through our website. You can check home loan eligibility online too. Alternatively, you can also submit an application using our mobile application available for download on the Play Store for Android, and App Store for iPhones. You can submit your application details online and we will inform you of your eligibility by calling you. IDFC FIRST Bank will arrange to pick the documents required for home loan from your residence or office.",Do I need to go to an IDFC FIRST Bank branch to avail this loan?,,,,,,,
28,Who can avail Home loan from IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"IDFC FIRST Bank offers house loans to a wide variety of customers from diverse backgrounds. This includes salaried and self-employed professionals, sole proprietors and owners of partnership firms. You should be at least 21 years of age at the time of taking the home loan and your maximum age should not exceed 70 years. We require salaried individuals to have at least 3 years of work experience. Self-employed individuals should have been in business for at least 3 years with a positive net worth. Additionally, you should have a clear banking and loan payment history, and a good credit rating score. IDFC FIRST Bank also offers this home loan to Micro, Small and Medium Enterprises. It’s easy to get the loan amount with our fasttrack balance transfer facility and enjoy our amazing benefits. ",Who can avail Home loan from IDFC FIRST Bank?,,,,,,,
29,I do not have any income documents. Can I still get a house loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, you can apply for house loan even if you do not have any income documents. Our 'No Income proof' Program allows customers without regular income to avail of a loan and home loan tax benefits.",I do not have any income documents. Can I still get a house loan?,,,,,,,
30,Do I need a co-applicant for Home Loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"No, you do not need a co-applicant for your home loan. However, if the property for which you want to apply for house loan has co-owner(s), then this or these person(s) must also be co-applicant(s) on your home loan application. If you want to be a single applicant, life insurance is compulsory for you.",Do I need a co-applicant for Home Loan?,,,,,,,
31,Do I need a guarantor for Home Loan,https://www.idfcfirstbank.com/personal-banking/loans/home-loan," No, you don’t need a guarantor to apply for house loan. ",Do I need a guarantor for Home Loan,,,,,,,
32,Is it possible for self-employed individuals to get a home loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, self-employed individuals can get a home loan. We give home loans to sole proprietors, self-employed individuals, partnership firms and directors of the companies. There is a requirement that self-employed individuals should have been in business for 3 years. The minimum age at the time of making the application is 23 years and the maximum is 70 years.",Is it possible for self-employed individuals to get a home loan?,,,,,,,
33,Is there any verification carried out to assess my home loan eligibility?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,We carry out certain verifications to ascertain the suitability of your application. Our underwriting team will initiate a discussion with you either by telephone or in-person to gather some information so that we can process your application. We also carry out an investigation verification at your residence address as per the know your customer (KYC) documents you submit. Your office address will be verified and additional checks may also be carried out in order to complete due diligence on your application.,Is there any verification carried out to assess my home loan eligibility?,,,,,,,
34,Do I have to pay any fee for getting a home loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, there is a processing fee applicable on your house loan. The processing fee will vary according to the amount of the home loan you have applied for. As an example, the initial processing fee charged up to Rs. 5,000. Applicable GST will also be levied on the processing fee amounts.

Processing fees is non-refundable charges and would not be waived/refundable in case of loan cancellation or where the loan has not been disbursed.",Do I have to pay any fee for getting a home loan?,,,,,,,
35,Is the home loan from IDFC FIRST Bank fixed or floating?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"We offer only floating house loans to our customers. Please feel free to reach out to any IDFC FIRST Bank representative and we will provide you with the necessary information. Please use our home loan EMI calculator, which will help you ascertain the cost of the loan, your EMI amount and other parameters.",Is the home loan from IDFC FIRST Bank fixed or floating?,,,,,,,
36,Are there any advantages of taking a home loan from IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"There are several advantages when you apply for house loan from IDFC FIRST Bank, some of which are:

• You can submit your details online and we will notify you about your eligibility by phone

• IDFC FIRST Bank finances up to 90% of the cost of your home loan, which means you need to make a lower amount down payment

• Home loans are available for a wide range of applicants from salaried to self-employed individuals

• Long tenure loans are available (up to 30 years)

• Loans for Ready property, Under Construction, Composite Loan (Plot + Construction), Home Extension and Renovation, Plot Purchase, Self-construction, Balance Transfer, Top-up and more

• Catering to customers and profiles which are not often funded by Banks

• Various surrogate programs to arrive at eligibility to cater to higher loan amount requirements",Are there any advantages of taking a home loan from IDFC FIRST Bank?,,,,,,,
37,What facilities will I get if I take a home loan from IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"We are ready to serve your needs as a home loan customer and provide you with the most convenient and easy way to secure home finance. You can submit your application details through our website or our mobile app which can be downloaded from Google Play or Apple App store. We will inform you about your eligibility by calling you. Repayment of your home loan can be made easily as we provide two means of repayment - through Electronic Clearing Service (ECS) or Post Dated Cheques (PDCs) in non-ECS locations. With the advent of National Automated Clearing House (NACH) monitoring and regulation, EMI repayments have become easy through the ECS route due to the management of the National Payments Corporation of India (NPCI).",What facilities will I get if I take a home loan from IDFC FIRST Bank?,,,,,,,
38,What is the maximum Home loan amount I can get?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"You can get up to 90% of the value of the property depending on your eligibility. The maximum loan amount we offer is Rs. 5 Crore. If you have any questions regarding the house loan amount, please feel free to contact any IDFC FIRST Bank representative and we will be glad to assist you.",What is the maximum Home loan amount I can get?,,,,,,,
39,What documents are required to get a home loan from IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"In order for us to process your application, you’ll have to submit certain documents required for home loan. Some documents must be mandatorily provided as per the Reserve Bank of India (RBI) guidelines.

To apply for a Home Loan you require the following documents:

• Proof of Identity

• Proof of Address 

• Proof of Income

• Proof of educational qualifications (as applicable)

• Proof of Age 

• Employment details

• Bank statements

• Details about the property in case you have finalized it beforehand

• Any other obligation documentation (SOA, Sanction Letters, etc.)",What documents are required to get a home loan from IDFC FIRST Bank?,,,,,,,
40,What checks do you conduct on Home Loan documentation?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"IDFC FIRST Bank does thorough scrutiny of the documentation that you submit. Here are some of the checks that your documentation is subjected to:

• Legal checks: We verify your documents according to the law. The documents you submit for the mortgage should be legally valid.

• Technical Check: We check if property approvals are in place for the construction of the property. All regulatory norms with regard to NA Lands, CRZ Norms, B-Khata rules, etc. depending on the location of property are checked along with the structural integrity, life and maintenance of structure erected. Only properties that clear the checks can be considered fit for a justified mortgage for the entire tenure of the loan.",What checks do you conduct on Home Loan documentation?,,,,,,,
41,Do different types of properties under go different documentation checks?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, different types of properties require different documentation checks. Under-construction property: We will check the approved plans, CC, IOD, NA and other construction related documents. We can utilise the services of third party representatives for this purpose and to verify if construction is being carried out in tandem with the documents submitted. Ready purchase/Resale property: Occupancy Certificate (OC), BCC, etc. are checked in conjunction with other documents by specialised third party representatives. Structural integrity of the property is also checked.",Do different types of properties under go different documentation checks?,,,,,,,
42,What is the home loan process?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"After we have received your application, there are house loan sanctioning and disbursement processes that we follow. Certain requirements need to be fulfilled before these two processes are initiated, as per the order given below:

·         Application Form filling

·         Processing Fees payment

·         Documents Requirement (at both login and post-sanction-pre disbursement stages)

·         Personal Discussion (for assessment and gauging requirement and repayment by Underwriting Officer)

·         Investigation verification (mandatory verifications instituted to ensure validation of documents provided)

·         Sanctioning of Loan

·         Legal / Property Assessment

·         Disbursement of Loan",What is the home loan process?,,,,,,,
43,How will my EMI be calculated?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Your EMI consists of two components, the principal amount and the interest rate charged on the principal. The factors that determine the EMI are the amount you borrow, the rate of interest applied and the loan tenure. EMIs can vary if the interest rate changes. You can reduce your EMI amount by paying back more than you are required to; this is called a partial prepayment.",How will my EMI be calculated?,,,,,,,
44,Can I pre-pay my Home loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, you can make a pre-payment to your loan; this will help reduce your EMI amount or tenure. If you have opted for the ECS method of repayment, in the subsequent month to repayment, your EMI or tenure will reduce. In case you have given PDCs, you will need to submit fresh cheques. No extra charges are applicable for individuals and floating rate borrowers who choose to make a pre-payment. If you have any questions regarding prepayment, please feel free to any IDFC FIRST Bank representative and we will provide you with the necessary information.",Can I pre-pay my Home loan?,,,,,,,
45,What is a provisional certificate and can I obtain one?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"A provisional interest certificate provides principal as well as the interest breakup for scheduled EMIs for the financial year (April to March). You can use this certificate to obtain income tax rebates under Section 80C as well as Section 24 of the Income Tax Act. You can obtain this certificate through our website with the details provided to you after your loan has been disbursed. Please note that the provisional interest certificate is calculated based on outstanding principal balances, rate of interest and your current EMI; if any changes occur during the financial year, the figures on the certificate may change and as such, you should obtain the latest provisional interest certificate before submitting it.",What is a provisional certificate and can I obtain one?,,,,,,,
46,What is pre-EMI interest?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Commencing from the date of each disbursement, pre-EMI interest is the interest that you need to pay on the amount that you have borrowed from IDFC FIRST Bank. This amount is calculated on a pro-rata basis till payment of the first EMI.",What is pre-EMI interest?,,,,,,,
47,What is the EMI date offered by IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"The EMI date is the 2nd, 5th or 10th of every month. Please note that there is no alternative EMI date available",What is the EMI date offered by IDFC FIRST Bank?,,,,,,,
48,Does a rate change impact loan amortization schedule?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"If you choose a floating rate home loan the change is affected in tenor. Only upon customer request, EMI amount is changed.",Does a rate change impact loan amortization schedule?,,,,,,,
49,How often do home loan interest rates change?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,MCLR of the Bank is announced on a monthly basis. EBR will change as and when RBI changes the Repo Rate.,How often do home loan interest rates change?,,,,,,,
50,Can I cancel my application after my home loan has been approved?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, you can cancel your application after your loan has been approved. However, we would deeply regret the loss of your patronage. Please feel free to contact any IDFC FIRST Bank representative and we will help you with processing your cancellation request.",Can I cancel my application after my home loan has been approved?,,,,,,,
51,What is External Benchmark based lending?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"The Reserve Bank of India (RBI) vide its circular no DBR.DIR.BC.No.14/13.03.00/2019-20 on “External Benchmark Based Lending” dated September 04, 2019 has advised to link all new floating rate personal or retail loans (housing, auto, etc.) and floating rate loans to Micro, Small and Medium Enterprises extended by banks with effect from October 01, 2019 to external benchmark. IDFC FIRST Bank has adopted Repo rate as the external Benchmark lending rate with effect from October 01, 2019.",What is External Benchmark based lending?,,,,,,,
52,What will be implications of REPO RATE for Customers?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"New customer at REPO RATE: - All new floating rate loans and credit limits renewed with effect from October 01, 2019 will be linked to Repo rate. Existing customer at MRR/BPLR/Base rate/MCLR: - Existing loans and credit limits linked to MRR/BPLR/Base rate/MCLR shall continue till repayment or renewal, as the case may be. Only if existing customers approach us and give request for switching from MRR/BPLR/Base rate/MCLR to REPO RATE then only it will be changed. Once transitioned to REPO RATE, the customer can’t switch back to the old benchmark rates.",What will be implications of REPO RATE for Customers?,,,,,,,
53,How will be my home loan priced? ,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"All loans will be linked to REPO RATE. The rate offered to you shall be the REPO RATE plus spread. It may be noted that the Repo rate would be reset every three months. Further, the Bank is free to decide the spread over the Repo Rate. The spread may undergo a change during the tenure of the loan.",How will be my home loan priced? ,,,,,,,
54,Will REPO RATE be same for entire year or it will get changed?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"For all loans linked to Repo rate, the reset frequency would be three months.",Will REPO RATE be same for entire year or it will get changed?,,,,,,,
55,Do I have option to move from existing MRR/BPLR/Base rate/MCLR to REPO RATE? Are there any charges applicable?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, for all floating rate loans, if customer is on MRR/BPLR/Base rate/MCLR, customer can give request to move to REPO RATE. Hence, the benchmark rate and spread shall undergo a change. Bank shall charge administrative fee of 0.50% of the POS or Rs.20,000/- whichever is lower",Do I have option to move from existing MRR/BPLR/Base rate/MCLR to REPO RATE? Are there any charges applicable?,,,,,,,
56,"In case of reset of REPO RATE, if the rate increase or decreases, how will it impact my loan EMI /Tenure?",https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"The Repo Rate would be reset every three months. The impact would be given on loan tenure first, however if maximum tenure has already been availed then the EMI would have to be modified.

I. Impact on Tenor

Suppose, if the maximum permissible tenor for HL is 35 years and existing borrowing of Mr. A has a tenor of 25 years, the bank would elongate the tenor either to maximum permissible year I.e. 35 years in this example or such mutually acceptable term depending on risk profile or any other parameters on case to case basis, so that his existing EMI continues to be the same.

II. Impact on EMI

If at the time of original sanction itself, customer has already availed the borrowing for the maximum tenor permitted by the bank and there is no further room for extension of tenor, in such case EMI would be impacted to the extent of rate change or to give effect to the rate change.","In case of reset of REPO RATE, if the rate increase or decreases, how will it impact my loan EMI /Tenure?",,,,,,,
57,Do I have option to move from REPO RATE to Base Rate/BPLR/MRR/MCLR)?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"No, there is no option to move back from REPO RATE to Base rate/BPLR/MRR/MCLR.",Do I have option to move from REPO RATE to Base Rate/BPLR/MRR/MCLR)?,,,,,,,
58,If I continue the existing base rate/MCLR. Is there a possibility of Base rate/MCLR change?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Yes, Base rate/MCLR will be reviewed by the Bank from time to time and it may or may not change.",If I continue the existing base rate/MCLR. Is there a possibility of Base rate/MCLR change?,,,,,,,
59,What is Pradhan Mantri Awas Yojana (PMAY)?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,Pradhan Mantri Awas Yojana (Urban) for ensuring housing for all in urban areas was launched on 25th June 2015 providing pucca houses to all eligible beneficiaries by 2022,What is Pradhan Mantri Awas Yojana (PMAY)?,,,,,,,
60,What is the subsidy amount in various categories of Credit Linked Subsidy Scheme (CLSS) - PMAY?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Interest Subsidy up to 2.67 lakh per house is admissible for Beneficiaries of Economically Weaker Section (EWS)/Low Income Group (LIG), Interest Subsidy up to 2.35 lakh to Middle Income Group (MIG)-I and Interest Subsidy up to 2.30 lakh to Middle Income Group (MIG)-II seeking housing loans from Bank.

Note: Interest subsidy for MIG category is discontinued from 1st April 2021 by NHB.",What is the subsidy amount in various categories of Credit Linked Subsidy Scheme (CLSS) - PMAY?,,,,,,,
61,Who can avail Pradhan Mantri Awas Yojana Credit Linked Subsidy Scheme?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"For EWS/LIG - Husband, Wife and unmarried children constitute household/Beneficiary Family

For MIG - Husband, wife and unmarried children

An adult earning member (irrespective of its marital status be considered as separate household)

Note: Interest subsidy for MIG category is discontinued from 1st April 2021 by NHB.",Who can avail Pradhan Mantri Awas Yojana Credit Linked Subsidy Scheme?,,,,,,,
62,What are the criteria for EWS LIG MIG categories for the purpose of the scheme?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"The income norms for various Household categories are defined as under:

 

EWS households/individuals with an annual income up to Rs. 3.00 lakh

LIG households/individuals with an annual income more than Rs. 3.01 lakh and up to Rs. 6.00 lakh

MIG I households/individuals with an annual income more than Rs.6.01 lakh and up to Rs. 12.00 lakh

MIG II households/individuals with an annual income more than Rs12.01 lakh to Rs.18.00 lakh

Note: Interest subsidy for MIG category is discontinued from 1st April 2021 by NHB.",What are the criteria for EWS LIG MIG categories for the purpose of the scheme?,,,,,,,
63,What are the documents required to apply for the PMAY subsidy scheme?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"Apart from Income and Property related documents required for Home Loan. Additional documents are:

·         Aadhaar card of all applicants and their spouse

·         PMAY declaration form and Aadhar consent Form duly filled",What are the documents required to apply for the PMAY subsidy scheme?,,,,,,,
64,What is the processing fee to avail the PMAY CLSS scheme?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,IDFC First Bank does not charge any additional processing fee for availing the scheme by eligible customers,What is the processing fee to avail the PMAY CLSS scheme?,,,,,,,
65,How will I receive the interest subsidy benefit under Pradhan Mantri Awas Yojana?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"IDFC First Bank will claim the subsidy benefit for eligible borrowers from NHB (National Housing Bank) post disbursement of the loan.

For all eligible borrowers, the subsidy amount would be paid to IDFC First Bank.

Once IDFC First Bank receives the interest subsidy, it will be credited upfront to the loan account and EMI will be readjusted. Customer would be updated by a SMS when the subsidy claim is submitted to NHB and once the account is adjusted post receiving the subsidy from NHB",How will I receive the interest subsidy benefit under Pradhan Mantri Awas Yojana?,,,,,,,
66,"My Wife already owns pucca house and now I want to buy property on my individual name, can I qualify for CLSS scheme under PMAY?",https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"No, household cannot take the benefit under CLSS as spouse in beneficiary family/household already owns one property.","My Wife already owns pucca house and now I want to buy property on my individual name, can I qualify for CLSS scheme under PMAY?",,,,,,,
67,Can I apply for CLSS scheme under PMAY if any of the applicant does not have Aadhaar card?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,"No, it is mandatorily required to provide the Aadhaar card details of all the applicants in the beneficiary family.",Can I apply for CLSS scheme under PMAY if any of the applicant does not have Aadhaar card?,,,,,,,
68,What is the processing time for my Home Loan?,https://www.idfcfirstbank.com/personal-banking/loans/home-loan,The Bank would require a processing time of approximately 15 working days from the date of the completed application. This is subject to submission of all documents as required by the Bank.,What is the processing time for my Home Loan?,,,,,,,
1,Why new car loan from IDFC FIRST Bank ?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,"With the first-in-industry 10 years loan program, IDFC FIRST Bank provides an opportunity to buy your dream car while managing your finances with a variety of offers.",Why new car loan from IDFC FIRST Bank ?,,,,,,,
2,How much time does it take to process a new car loan?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,It takes 1 day to sanction the loan and further 2 days to process the payment after all the relevant documents have been provided.,How much time does it take to process a new car loan?,,,,,,,
3,How much loan can I get on my new car?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,"You can get up to 100% of the ex-showroom price of your new car basis your credit score and Bank's internal assessment criteria.
",How much loan can I get on my new car?,,,,,,,
